,date,Temp,Class
261,2023-09-19,34.31025695800781,No Heatwave
262,2023-09-20,34.505619049072266,No Heatwave
263,2023-09-21,34.45005416870117,No Heatwave
264,2023-09-22,34.52619171142578,No Heatwave
265,2023-09-23,34.457252502441406,No Heatwave
266,2023-09-24,34.50598907470703,No Heatwave
267,2023-09-25,34.63312530517578,No Heatwave
268,2023-09-26,34.628509521484375,No Heatwave
269,2023-09-27,34.82183837890625,No Heatwave
270,2023-09-28,34.76201629638672,No Heatwave
271,2023-09-29,34.8316650390625,No Heatwave
272,2023-09-30,34.754005432128906,No Heatwave
273,2023-10-01,34.79182815551758,No Heatwave
274,2023-10-02,34.90590286254883,No Heatwave
275,2023-10-03,34.88615798950195,No Heatwave
276,2023-10-04,35.062381744384766,No Heatwave
277,2023-10-05,34.98359298706055,No Heatwave
278,2023-10-06,35.03253936767578,No Heatwave
279,2023-10-07,34.93260192871094,No Heatwave
280,2023-10-08,34.946720123291016,No Heatwave
281,2023-10-09,35.03585433959961,No Heatwave
282,2023-10-10,34.9901123046875,No Heatwave
283,2023-10-11,35.139488220214844,No Heatwave
284,2023-10-12,35.033203125,No Heatwave
285,2023-10-13,35.05421829223633,No Heatwave
286,2023-10-14,34.9261360168457,No Heatwave
287,2023-10-15,34.912113189697266,No Heatwave
288,2023-10-16,34.97332763671875,No Heatwave
289,2023-10-17,34.90010070800781,No Heatwave
290,2023-10-18,35.022640228271484,No Heatwave
291,2023-10-19,34.8903694152832,No Heatwave
292,2023-10-20,34.88644790649414,No Heatwave
293,2023-10-21,34.734657287597656,No Heatwave
294,2023-10-22,34.698326110839844,No Heatwave
295,2023-10-23,34.73878860473633,No Heatwave
296,2023-10-24,34.64651870727539,No Heatwave
297,2023-10-25,34.751834869384766,No Heatwave
298,2023-10-26,34.604278564453125,No Heatwave
299,2023-10-27,34.58708953857422,No Heatwave
300,2023-10-28,34.42411422729492,No Heatwave
301,2023-10-29,34.37873840332031,No Heatwave
302,2023-10-30,34.412315368652344,No Heatwave
303,2023-10-31,34.3153190612793,No Heatwave
304,2023-11-01,34.41806411743164,No Heatwave
305,2023-11-02,34.270042419433594,No Heatwave
306,2023-11-03,34.25444793701172,No Heatwave
307,2023-11-04,34.09505081176758,No Heatwave
308,2023-11-05,34.05513000488281,No Heatwave
309,2023-11-06,34.09593963623047,No Heatwave
310,2023-11-07,34.00782012939453,No Heatwave
311,2023-11-08,34.120941162109375,No Heatwave
312,2023-11-09,33.98464584350586,No Heatwave
313,2023-11-10,33.98195266723633,No Heatwave
314,2023-11-11,33.83645248413086,No Heatwave
315,2023-11-12,33.811248779296875,No Heatwave
316,2023-11-13,33.867393493652344,No Heatwave
317,2023-11-14,33.7950439453125,No Heatwave
318,2023-11-15,33.924163818359375,No Heatwave
319,2023-11-16,33.80390167236328,No Heatwave
320,2023-11-17,33.81708526611328,No Heatwave
321,2023-11-18,33.68711471557617,No Heatwave
322,2023-11-19,33.676910400390625,No Heatwave
323,2023-11-20,33.747352600097656,No Heatwave
324,2023-11-21,33.68842697143555,No Heatwave
325,2023-11-22,33.82994842529297,No Heatwave
326,2023-11-23,33.72092819213867,No Heatwave
327,2023-11-24,33.74406814575195,No Heatwave
328,2023-11-25,33.62266159057617,No Heatwave
329,2023-11-26,33.619537353515625,No Heatwave
330,2023-11-27,33.69550323486328,No Heatwave
331,2023-11-28,33.64048767089844,No Heatwave
332,2023-11-29,33.784278869628906,No Heatwave
333,2023-11-30,33.675872802734375,No Heatwave
334,2023-12-01,33.69797134399414,No Heatwave
335,2023-12-02,33.57389831542969,No Heatwave
336,2023-12-03,33.5665283203125,No Heatwave
337,2023-12-04,33.63673400878906,No Heatwave
338,2023-12-05,33.57453155517578,No Heatwave
339,2023-12-06,33.709808349609375,No Heatwave
340,2023-12-07,33.5916748046875,No Heatwave
341,2023-12-08,33.60297393798828,No Heatwave
342,2023-12-09,33.4671745300293,No Heatwave
343,2023-12-10,33.44731140136719,No Heatwave
344,2023-12-11,33.50443649291992,No Heatwave
345,2023-12-12,33.42873764038086,No Heatwave
346,2023-12-13,33.5503044128418,No Heatwave
347,2023-12-14,33.418434143066406,No Heatwave
348,2023-12-15,33.41617202758789,No Heatwave
349,2023-12-16,33.267189025878906,No Heatwave
350,2023-12-17,33.2347297668457,No Heatwave
351,2023-12-18,33.280033111572266,No Heatwave
352,2023-12-19,33.19349670410156,No Heatwave
353,2023-12-20,33.305381774902344,No Heatwave
354,2023-12-21,33.165184020996094,No Heatwave
355,2023-12-22,33.15612030029297,No Heatwave
356,2023-12-23,33.00201416015625,No Heatwave
357,2023-12-24,32.96626281738281,No Heatwave
358,2023-12-25,33.01024627685547,No Heatwave
359,2023-12-26,32.92447280883789,No Heatwave
360,2023-12-27,33.03931427001953,No Heatwave
361,2023-12-28,32.90434265136719,No Heatwave
362,2023-12-29,32.90284729003906,No Heatwave
363,2023-12-30,32.75870132446289,No Heatwave
364,2023-12-31,32.73532485961914,No Heatwave
